nickname,l1,gender,labels_file_path,wav_file_path
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0032.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0032.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0036.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0036.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0037.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0037.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0038.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0038.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0039.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0039.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0040.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0040.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0041.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0041.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0042.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0042.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0045.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0045.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0046.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0046.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0047.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0047.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0048.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0048.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0051.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0051.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0052.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0052.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0053.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0053.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0054.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0054.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0058.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0058.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0059.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0059.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0060.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0060.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0062.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0062.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0063.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0063.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0064.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0064.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0065.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0065.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0067.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0067.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0071.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0071.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0073.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0073.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0075.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0075.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0076.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0076.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0077.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0077.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0078.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0078.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0079.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0079.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0081.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0081.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0082.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0082.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0085.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0085.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0086.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0086.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0088.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0088.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0089.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0089.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0090.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0090.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0091.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0091.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0092.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0092.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0093.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0093.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0094.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0094.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0095.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0095.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0096.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0096.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0097.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0097.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0098.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0098.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0099.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0099.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0100.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0100.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0101.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0101.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0102.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0102.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0103.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0103.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0104.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0104.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0105.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0105.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0106.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0106.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0107.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0107.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0108.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0108.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0109.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0109.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0111.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0111.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0112.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0112.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0113.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0113.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0115.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0115.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0116.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0116.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0117.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0117.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0120.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0120.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0121.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0121.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0122.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0122.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0123.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0123.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0125.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0125.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0126.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0126.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0127.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0127.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0128.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0128.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0129.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0129.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0130.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0130.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0131.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0131.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0134.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0134.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0136.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0136.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0137.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0137.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0139.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0139.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0159.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0159.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0214.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0214.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0257.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0257.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0300.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0300.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0379.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0379.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0426.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0426.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0441.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0441.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0461.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0461.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0500.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0500.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0501.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0501.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0529.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0529.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_a0548.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_a0548.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0016.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0016.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0068.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0068.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0083.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0083.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0103.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0103.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0106.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0106.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0126.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0126.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0146.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0146.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0150.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0150.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0158.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0158.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0307.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0307.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0310.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0310.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0324.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0324.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0340.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0340.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0348.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0348.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0367.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0367.wav
ABA,Arabic,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\annotation\arctic_b0413.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\ABA\wav\arctic_b0413.wav
